,taxonomy,host-associated,unknown function,tail,DNA,transcription regulation,head and packaging,lysis,moron,integration and excision,auxiliary metabolic gene and host takeover,other,RNA and nucleotide metabolism,connector,vf_amr
3300006257_9|3300006257.a:Ga0099346_100052,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,111,0,3,2,4,0,3,6,3,2,3,0,0
3300006257_9|3300006257.a:Ga0099346_100221,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,27,0,2,1,1,0,0,0,0,0,2,0,0
3300006257_9|3300006257.a:Ga0099346_100380,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,21,4,1,1,5,0,0,2,0,1,1,2,0
3300006257_9|3300006257.a:Ga0099346_100654,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,21,0,0,1,1,0,0,0,0,0,0,0,0
3300006258_11|3300006258.a:Ga0099398_100258,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,True,31,5,3,0,5,1,1,2,1,3,3,4,0
3300006258_11|3300006258.a:Ga0099398_100300,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,True,12,0,3,2,0,0,1,1,1,1,3,0,0
3300006258_7|3300006258.a:Ga0099398_100086,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,14,0,0,1,0,0,1,1,1,0,0,0,0
3300006259_14|3300006259.a:Ga0099458_100361,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,True,13,7,1,0,2,3,0,0,0,1,1,2,0
3300006259_15|3300006259.a:Ga0099458_100219,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__,True,39,4,3,3,5,1,1,2,1,0,3,4,0
3300006260_19|3300006260.a:Ga0099518_100112,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__,True,43,3,6,1,5,1,1,0,1,3,6,1,0
3300006260_21|3300006260.a:Ga0099518_100166,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__,True,37,4,2,2,6,1,0,1,0,1,2,4,0
3300006262_4|3300006262.a:Ga0099523_1000086,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens,True,46,2,1,1,4,0,1,1,1,0,1,0,0
3300006262_4|3300006262.a:Ga0099523_1000231,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens,True,16,0,0,0,0,1,1,0,1,0,0,0,0
3300006286_2|3300006286.a:Ga0099616_100004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D influenzae,True,24,11,1,4,6,1,3,2,3,0,1,2,0
3300006288_3|3300006288.a:Ga0099612_100036,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__,True,33,3,2,4,5,2,1,1,1,1,2,3,0
3300006298_13|3300006298.a:Ga0099618_100028,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii,True,30,2,0,4,8,0,1,2,1,1,0,2,0
3300006298_14|3300006298.a:Ga0099618_100784,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_B,True,6,0,0,0,4,0,0,0,0,0,0,0,0
3300006299_11|3300006299.a:Ga0099524_100283,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,21,3,0,2,8,2,1,2,1,2,0,2,0
3300006299_5|3300006299.a:Ga0099524_100077,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,True,51,3,7,2,7,2,1,1,1,2,7,1,0
3300006299_5|3300006299.a:Ga0099524_100265,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,True,16,0,0,0,2,0,0,1,0,1,0,0,0
3300006299_5|3300006299.a:Ga0099524_100915,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,True,9,0,2,0,2,1,0,0,0,1,2,0,0
3300006312_11|3300006312.a:Ga0099626_100008,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,True,20,0,5,1,2,0,3,0,3,1,5,0,0
3300006312_11|3300006312.a:Ga0099626_100253,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,True,33,0,0,2,3,1,1,0,1,1,0,0,0
3300006312_13|3300006312.a:Ga0099626_100429,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini,True,30,6,1,1,4,1,0,1,0,2,1,2,0
3300006312_6|3300006312.a:Ga0099626_100077,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis,True,46,8,14,0,5,3,1,1,1,2,14,3,0
3300006312_7|3300006312.a:Ga0099626_100261,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,True,42,5,0,0,1,1,0,1,0,1,0,0,0
3300006317_5|3300006317.a:Ga0099674_100051,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,True,30,4,2,1,5,1,0,2,0,1,2,2,0
3300006322_8|3300006322.a:Ga0099623_1000023,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,True,45,4,2,0,4,2,1,2,1,2,2,2,0
3300006322_8|3300006322.a:Ga0099623_1000188,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,True,22,2,1,0,4,1,0,0,0,1,1,1,0
3300006328_13|3300006328.a:Ga0099580_100050,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__,True,52,5,2,1,4,1,1,2,1,1,2,2,0
3300006333_11|3300006333.a:Ga0099550_1000004,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nigrescens,True,39,2,3,1,4,1,0,2,0,2,3,2,0
3300006333_22|3300006333.a:Ga0099550_1000008,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA6164;g__GCA-2747975;s__,True,118,1,0,0,7,0,5,0,5,2,0,1,0
3300006348_8|3300006348.a:Ga0099694_100145,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,True,13,0,0,0,0,0,4,0,4,1,0,0,0
3300006427_1|3300006427.a:Ga0100049_10004,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__GCF_000757525.1,False,25,7,0,0,0,1,1,0,1,3,0,3,0
3300006427_1|3300006427.a:Ga0100049_10043,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__GCF_000757525.1,False,58,3,3,4,6,1,3,1,3,0,3,0,0
3300006427_1|3300006427.a:Ga0100049_10065,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__GCF_000757525.1,False,22,1,0,0,2,1,0,0,0,0,0,0,0
3300006428_5|3300006428.a:Ga0100050_10002,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,False,19,1,1,0,0,1,0,0,0,1,1,0,0
3300006428_5|3300006428.a:Ga0100050_10051,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,False,38,2,4,2,7,0,0,2,0,1,4,3,0
3300006428_5|3300006428.a:Ga0100050_10053,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,False,49,13,6,2,9,1,1,1,1,1,6,3,0
3300006428_5|3300006428.a:Ga0100050_10055,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,False,19,0,1,0,0,0,0,1,0,0,1,0,0
3300006428_5|3300006428.a:Ga0100050_10125,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,False,7,4,0,0,1,0,0,0,0,0,0,1,0
3300006428_5|3300006428.a:Ga0100050_10389,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,False,14,0,1,3,0,1,1,0,1,1,1,0,0
3300006428_5|3300006428.a:Ga0100050_10392,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__,False,46,7,8,4,5,3,0,1,0,0,8,1,0
3300006429_3|3300006429.a:Ga0100047_10037,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium pseudodiphtheriticum,True,15,3,1,0,4,1,0,1,0,0,1,2,0
3300006441_1|3300006441.a:Ga0100177_100030,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis,True,33,5,9,5,5,2,1,1,1,4,9,5,0
3300006458_17|3300006458.a:Ga0100175_100066,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium argentoratense,True,8,2,2,0,4,1,0,1,0,0,2,1,0
3300006458_23|3300006458.a:Ga0100175_100199,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__,True,30,3,4,4,8,1,0,1,0,0,4,2,0
3300006462_6|3300006462.a:Ga0100062_100024,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp1,True,59,3,6,2,3,1,1,1,1,2,6,0,0
3300006463_12|3300006463.a:Ga0100176_1000402,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65;s__GCA_900066365.1,True,37,1,4,1,7,2,0,1,0,1,4,2,0
3300006463_21|3300006463.a:Ga0100176_1000908,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__GCA_001940855.1,True,12,7,2,0,5,0,0,0,0,0,2,3,0
3300006463_21|3300006463.a:Ga0100176_1003417,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__GCA_001940855.1,True,9,0,0,0,0,0,0,0,0,1,0,0,0
3300006464_15|3300006464.a:Ga0100221_1001805,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A,True,10,0,0,0,0,0,1,0,1,1,0,0,0
3300006464_27|3300006464.a:Ga0100221_1000147,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,36,6,2,1,5,1,0,2,0,3,2,2,0
3300006464_8|3300006464.a:Ga0100221_1000084,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,True,37,1,4,1,3,1,0,2,0,2,4,2,0
3300006476_10|3300006476.a:Ga0100233_100105,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,True,90,5,6,4,5,2,0,3,0,6,6,0,0
3300006476_14|3300006476.a:Ga0100233_100291,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,32,0,7,4,5,0,1,2,1,1,7,0,0
3300006476_18|3300006476.a:Ga0100233_100024,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,46,0,6,1,3,0,0,2,0,3,6,0,0
3300006476_18|3300006476.a:Ga0100233_100036,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,210,2,11,3,4,2,8,5,8,6,11,1,0
3300006476_18|3300006476.a:Ga0100233_100300,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,27,0,3,1,1,0,0,0,0,2,3,0,0
3300006476_19|3300006476.a:Ga0100233_100011,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii,True,31,2,0,4,8,0,1,2,1,1,0,2,0
3300006476_1|3300006476.a:Ga0100233_100001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus,True,55,0,2,0,1,1,0,1,0,3,2,0,0
3300006476_3|3300006476.a:Ga0100233_100002,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,True,73,0,1,4,2,1,1,4,1,2,1,0,0
3300006476_8|3300006476.a:Ga0100233_100025,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,True,37,0,7,1,3,1,1,0,1,2,7,0,0
3300006476_8|3300006476.a:Ga0100233_100118,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,True,26,0,0,1,2,0,0,1,0,0,0,0,0
3300006477_5|3300006477.a:Ga0100232_100030,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp1,True,33,4,2,0,5,1,1,2,1,2,2,2,0
3300006477_5|3300006477.a:Ga0100232_101654,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp1,True,10,0,0,0,0,0,0,2,0,1,0,0,0
3300006498_7|3300006498.a:Ga0100374_100258,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella saccharolytica,True,43,0,2,0,1,2,1,0,1,3,2,0,0
3300006499_10|3300006499.a:Ga0100371_100051,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,True,29,2,2,0,3,1,0,0,0,1,2,1,0
3300006499_10|3300006499.a:Ga0100371_100787,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,True,14,0,0,0,3,0,0,0,0,0,0,0,0
3300006499_11|3300006499.a:Ga0100371_100014,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp1,True,49,6,4,2,4,1,0,2,0,4,4,2,0
3300006499_24|3300006499.a:Ga0100371_100022,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__,True,36,0,9,1,3,0,1,0,1,2,9,0,0
3300006499_8|3300006499.a:Ga0100371_100220,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__GCF_002265625.1,True,38,4,4,2,5,2,0,3,0,3,4,2,0
3300006502_10|3300006502.a:Ga0100528_100035,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__GCF_000752095.2,True,76,6,1,3,7,2,1,4,1,2,1,3,0
3300006502_4|3300006502.a:Ga0100528_100097,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,True,62,4,6,2,7,1,3,0,3,1,6,0,0
3300006502_4|3300006502.a:Ga0100528_100384,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,True,33,2,4,0,5,1,0,1,0,2,4,3,0
3300006523_10|3300006523.a:Ga0101039_100080,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,29,9,3,0,6,1,2,1,2,4,3,4,0
3300006523_10|3300006523.a:Ga0101039_100211,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,24,0,4,1,3,1,0,0,0,4,4,0,0
3300006523_9|3300006523.a:Ga0101039_100337,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,True,33,6,1,1,5,0,1,2,1,2,1,2,0
3300006524_18|3300006524.a:Ga0101033_100341,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,True,10,10,0,0,1,2,0,0,0,0,0,1,0
3300006525_10|3300006525.a:Ga0101027_100130,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65;s__CAG-65 sp3,True,18,1,0,0,1,0,0,1,0,0,0,0,0
3300006525_10|3300006525.a:Ga0101027_100138,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65;s__CAG-65 sp3,True,18,0,0,1,0,0,1,0,1,0,0,0,0
3300006525_10|3300006525.a:Ga0101027_100219,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65;s__CAG-65 sp3,True,26,0,0,3,0,0,5,0,5,1,0,0,0
3300006525_15|3300006525.a:Ga0101027_100468,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,29,0,3,2,0,1,2,1,2,1,3,0,0
3300006525_15|3300006525.a:Ga0101027_101370,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,9,3,0,0,2,2,0,0,0,0,0,2,0
3300006525_18|3300006525.a:Ga0101027_100187,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii,True,31,2,5,1,7,2,1,2,1,0,5,2,0
3300006560_1|3300006560.a:Ga0100368_1001,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,True,45,0,4,4,2,0,1,1,1,2,4,0,0
3300006566_3|3300006566.a:Ga0100365_1000221,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella shahii,True,12,0,1,1,0,0,0,2,0,1,1,1,0
3300006568_16|3300006568.a:Ga0100215_100235,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,37,2,0,4,8,1,1,2,1,2,0,1,0
3300006568_19|3300006568.a:Ga0100215_100137,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,12,0,1,1,0,0,1,1,1,0,1,0,0
3300006568_19|3300006568.a:Ga0100215_100360,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,10,0,0,1,0,0,1,1,1,0,0,0,0
3300006568_19|3300006568.a:Ga0100215_100756,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,13,0,0,1,5,2,0,0,0,2,0,0,0
3300006568_6|3300006568.a:Ga0100215_100076,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65;s__CAG-65 sp3,True,35,4,4,2,5,0,2,1,2,1,4,4,0
3300006568_6|3300006568.a:Ga0100215_100560,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65;s__CAG-65 sp3,True,19,0,1,0,0,0,0,1,0,0,1,0,0
3300006568_8|3300006568.a:Ga0100215_100547,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A,True,13,0,0,0,1,0,0,1,0,0,0,0,0
3300006678_11|3300006678.a:Ga0100058_100060,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__,True,31,4,5,4,5,1,0,1,0,2,5,3,0
3300006678_16|3300006678.a:Ga0100058_100041,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__,True,24,3,6,4,8,2,0,2,0,1,6,2,0
3300006678_4|3300006678.a:Ga0100058_100048,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis,True,64,2,0,0,8,0,1,1,1,0,0,2,0
3300006725_1|3300006725.a:Ga0101792_10024,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,True,7,0,3,0,0,0,3,0,3,0,3,0,0
3300006725_1|3300006725.a:Ga0101792_10037,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,True,8,2,0,0,1,1,0,1,0,0,0,0,0
3300006739_9|3300006739.a:Ga0101793_100031,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp2,True,36,7,4,1,7,1,0,0,0,4,4,3,0
3300006739_9|3300006739.a:Ga0101793_100136,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp2,True,31,3,6,2,8,2,1,0,1,1,6,2,0
3300006739_9|3300006739.a:Ga0101793_100385,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp2,True,20,6,1,0,0,2,0,1,0,0,1,0,0
3300006743_9|3300006743.a:Ga0101795_100025,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,33,11,1,3,7,2,3,2,3,2,1,2,0
3300006746_5|3300006746.a:Ga0101796_100075,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,20,0,0,1,0,0,1,1,1,0,0,0,0
3300006746_5|3300006746.a:Ga0101796_100557,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,15,0,1,0,3,0,0,1,0,0,1,0,0
3300006746_8|3300006746.a:Ga0101796_100444,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,True,22,0,0,0,0,0,0,0,0,0,0,0,0
3300006747_8|3300006747.a:Ga0101801_100181,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,32,3,5,5,8,1,0,1,0,0,5,2,0
3300006747_8|3300006747.a:Ga0101801_101363,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,13,0,0,1,0,0,1,1,1,0,0,0,0
3300006747_8|3300006747.a:Ga0101801_102339,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,9,0,0,0,1,0,0,0,0,0,0,0,0
3300006747_9|3300006747.a:Ga0101801_100135,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,True,21,0,1,0,0,0,0,0,0,0,1,0,0
3300006832_10|3300006832.a:Ga0099611_100094,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,True,7,5,0,0,0,3,0,0,0,0,0,0,0
3300006832_10|3300006832.a:Ga0099611_100184,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,True,4,6,0,0,0,0,0,0,0,1,0,0,0
3300006847_27|3300006847.a:Ga0075431_100003520,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,True,20,0,0,0,1,0,0,0,0,1,0,0,0
